env_name,env_id,policy_seed,alpha,beta,K,transition_strength,reward_mean_scale,reward_gap,reward_std,chain_variant,n,v_true,mean_estimate,bias,mse,mean_abs_error,median_abs_error,median_ess_is,median_ess_norm,variance,bias_squared,abs_bias,estimator
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.100_beta0.500_seed585238748,2152014921,0.2,0.5,100,0.8,0.7,0.3,0.1,reward_only,8,-0.23164154398157435,-0.26265035279437354,-0.03100880881279917,0.00561974296360374,0.04914647102737424,0.03774741946327162,81.95074152079825,0.8195074152079824,0.004658196739615007,0.0009615462239887315,0.03100880881279917,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.100_beta0.500_seed585238748,2152014921,0.6,0.5,100,0.8,0.7,0.3,0.1,reward_only,8,-0.23164154398157435,-0.2783876411175541,-0.04674609713597974,0.010741459244587198,0.08231478784618643,0.05237893572499969,20.604907193123438,0.2060490719312344,0.008556261647140745,0.0021851975974464533,0.04674609713597974,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.000_seed3621255937,124701085,0.2,0.0,100,0.8,0.7,0.3,0.5,reward_only,8,0.34808258338977854,0.3621343481321579,0.01405176474237935,0.017888350363057522,0.11256322624157765,0.1193518342658467,84.35683074845115,0.8435683074845115,0.017690898270682348,0.0001974520923751754,0.01405176474237935,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.000_seed3621255937,124701085,0.6,0.0,100,0.8,0.7,0.3,0.5,reward_only,8,0.34808258338977854,0.30653344385817244,-0.041549139531606126,0.06269244706037369,0.20648841308572408,0.16168710065577133,20.705190444466563,0.20705190444466565,0.060966116064556805,0.001726330995816875,0.041549139531606126,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.000_seed4128479723,2613614962,0.2,0.0,100,0.8,0.7,0.3,0.5,reward_only,8,-0.020025334776686915,-0.040314988375198285,-0.02028965359851137,0.01616678678457097,0.08743233002702543,0.06120759074179454,82.04137964842434,0.8204137964842435,0.01575511674142338,0.0004116700431475854,0.02028965359851137,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.000_seed4128479723,2613614962,0.6,0.0,100,0.8,0.7,0.3,0.5,reward_only,8,-0.020025334776686915,-0.06802262329097475,-0.047997288514287834,0.022037064196411316,0.12826029645337308,0.11792676837078381,21.459882365645957,0.21459882365645958,0.01973332449168753,0.0023037397047237867,0.047997288514287834,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.500_seed1979834648,1203747748,0.2,0.5,100,0.8,0.7,0.3,0.5,reward_only,8,-0.32812446357495817,-0.41697290100692463,-0.08884843743196646,0.03332267793420977,0.11778341029257598,0.08442986060610266,85.91903754585624,0.8591903754585624,0.025428633100107706,0.00789404483410206,0.08884843743196646,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.500_seed1979834648,1203747748,0.6,0.5,100,0.8,0.7,0.3,0.5,reward_only,8,-0.32812446357495817,-0.2982482868535834,0.029876176721374752,0.026357552964331586,0.15459201843652692,0.1632404777848166,32.9408049968021,0.32940804996802103,0.025464967028844772,0.0008925859354868146,0.029876176721374752,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.500_seed585238748,2152014921,0.2,0.5,100,0.8,0.7,0.3,0.5,reward_only,8,-0.23164154398157435,-0.32419719010442183,-0.09255564612284745,0.033944837932521135,0.13603177964658913,0.11072386104397897,81.95074152079825,0.8195074152079824,0.025378290303303366,0.008566547629217765,0.09255564612284745,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms0.700_gap0.300_std0.500_beta0.500_seed585238748,2152014921,0.6,0.5,100,0.8,0.7,0.3,0.5,reward_only,8,-0.23164154398157435,-0.3187261198899058,-0.08708457590833144,0.0508947374595484,0.20611547667780852,0.20958202198288656,20.604907193123438,0.2060490719312344,0.04331101409841446,0.00758372336113394,0.08708457590833144,dm_tabular
