alpha,beta,K,chain_variant,transition_strength,reward_mean_scale,reward_gap,reward_std,n,mean_abs_error,std_abs_error,median_abs_error,mean_abs_error_ci_low,mean_abs_error_ci_high,estimator,mean_ess_is,median_ess_is,mean_ess_norm
0.3,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.3643139178244719,0.30088608146264045,0.27932385295082135,0.32956398690841676,0.3990638487405271,dm_tabular,34.78018365235953,35.26574112996515,0.3478018365235953
0.3,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.10998342422120641,0.08986204683311502,0.085602279566732,0.0996050780237144,0.12036177041869842,dm_tabular,157.53820577752228,160.2707964116181,0.31507641155504457
0.3,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.4494904032134924,0.25345215544593713,0.45815083432032144,0.42021871058664295,0.4787620958403418,dm_tabular,35.004963459217954,35.971698389447575,0.3500496345921795
0.3,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.1519943090019149,0.08486501311331437,0.15309135515759653,0.1421930801496459,0.1617955378541839,dm_tabular,155.41081463497872,157.12280085940475,0.3108216292699575
0.3,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.627839681776377,0.4426880682101738,0.5327683303968058,0.576712757882506,0.6789666056702479,dm_tabular,35.52428991166454,36.61406722549118,0.35524289911664536
0.3,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.19412818124970338,0.14266105388244746,0.16178258783153182,0.17765197290291676,0.21060438959649,dm_tabular,157.54170765801828,159.54573982567035,0.31508341531603656
0.5,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.19104939088802153,0.13359792888820501,0.1652285993118385,0.17561990084040824,0.20647888093563482,dm_tabular,11.689882568049596,11.020884600968813,0.11689882568049598
0.5,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.07552051149529428,0.06391659464406338,0.06424511954236288,0.06813865708224298,0.08290236590834557,dm_tabular,35.59784928106961,33.976750016139604,0.0711956985621392
0.5,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.403939446536105,0.311479171845073,0.3283310772488811,0.36796609858065854,0.4399127944915514,dm_tabular,11.405859751325247,11.134108030489696,0.11405859751325248
0.5,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.1283685448945322,0.10791843693932385,0.10059974709685815,0.11590483035519483,0.14083225943386957,dm_tabular,35.60151270848535,33.64174142429548,0.07120302541697071
